"File Path","/work/gc64/c64099/gtap/clang-gtap/build/lib/clang/21/include/__clang_cuda_builtin_vars.h"
"Function Name","my_kernel(int)"
"Line No","Source","Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Derivative Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Theoretical Sectors Local","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3a20","      LDL R11, [R1+0x80]","432","388","432","2691300","83886080","83886080","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","10529540","-","0","0","0","0","0","0","0","0","0","0","0","352","0","0","0","43","0","0","3","34","0","0","0","0","0","0","0","0","0","345","0","0","0","43","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3ae0","      LDL R11, [R1+0x84]","382","338","382","1883910","58720256","58720256","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","7370678","-","0","0","0","0","0","0","0","0","0","0","0","320","0","0","0","31","0","0","1","30","0","0","0","0","0","0","0","0","0","307","0","0","0","31","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3ba0","      LDL R11, [R1+0x88]","420","379","420","2018475","62914560","62914560","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","7897155","-","0","0","0","0","0","0","0","0","1","0","0","357","0","0","0","31","0","0","3","28","0","0","0","0","0","0","0","0","0","349","0","0","0","30","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3c60","      LDL R11, [R1+0x8c]","275","246","275","1211085","37748736","37748736","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","4738293","-","0","0","0","0","0","0","0","0","0","0","0","225","0","0","0","29","0","0","2","19","0","0","0","0","0","0","0","0","0","218","0","0","0","28","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3d20","      LDL R11, [R1+0x90]","449","395","449","2153040","67108864","67108864","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","8423632","-","0","0","0","0","0","0","0","0","0","0","0","374","0","0","0","32","0","0","5","38","0","0","0","0","0","0","0","0","0","363","0","0","0","32","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3de0","      LDL R11, [R1+0x94]","309","269","309","1345650","41943040","41943040","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","5264770","-","0","0","0","0","0","0","0","0","0","0","0","248","0","0","0","29","0","0","3","29","0","0","0","0","0","0","0","0","0","242","0","0","0","27","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3ea0","      LDL R11, [R1+0x98]","316","276","316","1480215","46137344","46137344","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","5791247","-","0","0","0","0","0","0","0","0","1","0","0","244","0","0","0","35","0","0","5","31","0","0","0","0","0","0","0","0","0","241","0","0","0","35","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b3f60","      LDL R11, [R1+0x9c]","135","116","135","672825","20971520","20971520","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","2632385","-","0","0","0","0","0","0","0","0","0","0","0","104","0","0","0","16","0","0","4","11","0","0","0","0","0","0","0","0","0","101","0","0","0","15","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4020","      LDL R11, [R1+0xa0]","518","453","518","2287605","71303168","71303168","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","8950109","-","0","0","0","0","0","0","0","0","1","0","0","427","0","0","0","40","0","0","6","44","0","0","0","0","0","0","0","0","0","414","0","0","0","39","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b40e0","      LDL R11, [R1+0xa4]","296","267","296","1480215","46137344","46137344","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","5791247","-","0","0","0","0","0","0","0","0","0","0","0","243","0","0","0","29","0","0","1","23","0","0","0","0","0","0","0","0","0","239","0","0","0","28","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b41a0","      LDL R11, [R1+0xa8]","308","286","308","1614780","50331648","50331648","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","6317724","-","0","0","0","0","0","0","0","0","0","0","0","270","0","0","0","20","0","0","3","15","0","0","0","0","0","0","0","0","0","266","0","0","0","20","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4260","      LDL R11, [R1+0xac]","189","162","189","807390","25165824","25165824","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","3158862","-","0","0","0","0","0","0","0","0","0","0","0","145","0","0","0","22","0","0","2","20","0","0","0","0","0","0","0","0","0","140","0","0","0","22","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4320","      LDL R11, [R1+0xb0]","375","326","375","1749345","54525952","54525952","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","6844201","-","0","0","0","0","0","0","0","0","0","0","0","314","0","0","0","24","0","0","7","30","0","0","0","0","0","0","0","0","0","304","0","0","0","22","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b43e0","      LDL R11, [R1+0xb4]","179","161","179","941955","29360128","29360128","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","3685339","-","0","0","0","0","0","0","0","0","0","0","0","152","0","0","0","10","0","0","2","15","0","0","0","0","0","0","0","0","0","151","0","0","0","10","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b44a0","      LDL R11, [R1+0xb8]","222","195","222","1076520","33554432","33554432","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","4211816","-","0","0","0","0","0","0","0","0","0","0","0","180","0","0","0","19","0","0","2","21","0","0","0","0","0","0","0","0","0","176","0","0","0","19","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4560","      LDL R11, [R1+0xbc]","64","57","64","269130","8388608","8388608","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","1052954","-","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","7","0","0","1","6","0","0","0","0","0","0","0","0","0","50","0","0","0","7","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4620","      LDL R11, [R1+0xc0]","549","483","549","2422170","75497472","75497472","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","9476586","-","0","0","0","0","0","0","0","0","0","0","0","444","0","0","0","46","0","0","5","54","0","0","0","0","0","0","0","0","0","437","0","0","0","46","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b46e0","      LDL R11, [R1+0xc4]","341","307","341","1614780","50331648","50331648","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","6317724","-","0","0","0","0","0","0","0","0","0","0","0","294","0","0","0","24","0","0","1","22","0","0","0","0","0","0","0","0","0","284","0","0","0","23","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b47a0","      LDL R11, [R1+0xc8]","384","344","384","1749345","54525952","54525952","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","6844201","-","0","0","0","0","0","0","0","0","0","0","0","321","0","0","0","29","0","0","4","30","0","0","0","0","0","0","0","0","0","315","0","0","0","29","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4860","      LDL R11, [R1+0xcc]","201","171","201","941955","29360128","29360128","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","3685339","-","0","0","0","0","0","0","0","0","0","0","0","159","0","0","0","14","0","0","6","22","0","0","0","0","0","0","0","0","0","157","0","0","0","14","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4920","      LDL R11, [R1+0xd0]","427","367","427","1883910","58720256","58720256","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","7370678","-","0","0","0","0","0","0","0","0","0","0","0","346","0","0","0","30","0","0","5","46","0","0","0","0","0","0","0","0","0","337","0","0","0","30","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b49e0","      LDL R11, [R1+0xd4]","237","223","237","1076520","33554432","33554432","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","4211816","-","0","0","0","0","0","0","0","0","0","0","0","206","0","0","0","20","0","0","2","9","0","0","0","0","0","0","0","0","0","204","0","0","0","19","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4aa0","      LDL R11, [R1+0xd8]","287","260","287","1211085","37748736","37748736","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","4738293","-","0","0","0","0","0","0","0","0","0","0","0","244","0","0","0","19","0","0","4","20","0","0","0","0","0","0","0","0","0","242","0","0","0","18","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4b60","      LDL R11, [R1+0xdc]","94","82","94","403695","12582912","12582912","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","1579431","-","0","0","0","0","0","0","0","0","0","0","0","79","0","0","0","6","0","0","0","9","0","0","0","0","0","0","0","0","0","76","0","0","0","6","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4c20","      LDL R11, [R1+0xe0]","440","394","440","2018475","62914560","62914560","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","7897155","-","0","0","0","0","0","0","0","0","0","0","0","369","0","0","0","33","0","0","5","33","0","0","0","0","0","0","0","0","0","361","0","0","0","33","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4ce0","      LDL R11, [R1+0xe4]","250","221","250","1211085","37748736","37748736","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","4738293","-","0","0","0","0","0","0","0","0","0","0","0","214","0","0","0","14","0","0","1","21","0","0","0","0","0","0","0","0","0","207","0","0","0","14","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4da0","      LDL R11, [R1+0xe8]","303","273","303","1345650","41943040","41943040","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","5264770","-","0","0","0","0","0","0","0","0","0","0","0","252","0","0","0","29","0","0","3","19","0","0","0","0","0","0","0","0","0","244","0","0","0","29","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4e60","      LDL R11, [R1+0xec]","112","101","112","538260","16777216","16777216","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","2105908","-","0","0","0","0","0","0","0","0","0","0","0","91","0","0","0","11","0","0","0","10","0","0","0","0","0","0","0","0","0","90","0","0","0","11","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4f20","      LDL R11, [R1+0xf0]","333","296","333","1480215","46137344","46137344","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","5791247","-","0","0","0","0","0","0","0","0","0","0","0","281","0","0","0","22","0","0","3","27","0","0","0","0","0","0","0","0","0","274","0","0","0","22","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b4fe0","      LDL R11, [R1+0xf4]","139","121","139","672825","20971520","20971520","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","2632385","-","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","8","0","0","2","14","0","0","0","0","0","0","0","0","0","113","0","0","0","8","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b5090","      LDL R11, [R1+0xf8]","168","151","168","807390","25165824","25165824","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","3158862","-","0","0","0","0","0","0","0","0","0","0","0","143","0","0","0","14","0","0","2","9","0","0","0","0","0","0","0","0","0","137","0","0","0","14","0","0","0","0","0","0","0","0"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b5130","      LDL R11, [R1+0xfc]","0","0","0","0","0","0","0","0","0","32","0","","","","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","int b = buf[ixj];","-","-","1454895","1306319","1454895","366555060","11425284096","11425284096","7936","7936","969","384","0","Local(63)","Load(63)","32(63)","0","0","0","0","0","0","0","0","353792544","-","0","0","0","0","0","0","0","4","84","0","0","15439","1407545","839","0","1201","0","71","1297","7227","0","0","0","21188","0","2","49","0","0","15091","1272357","537","0","1186","0","61","0","0","0","0","0","17036"
"","","0x3277b2240","      IMAD R8, R5, 0x4, R10","303","205","303","2825865","88080384","88080384","31","31","31","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","48","0","0","0","253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b2260","      LDL R4, [R8]","622","545","622","2825865","88080384","88080384","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","11056017","-","0","0","0","0","0","0","0","0","0","0","0","421","0","0","0","36","0","0","3","39","0","0","0","123","0","0","0","0","0","410","0","0","0","36","0","0","0","0","0","0","0","99"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b22c0","      IMAD R8, R11, 0x4, R10","173","119","173","2018475","62914560","62914560","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","27","0","0","0","139","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","118"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b22e0","      LDL R4, [R8]","445","385","445","2018475","62914560","62914560","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","7897155","-","0","0","0","0","0","0","0","0","0","0","0","274","0","0","0","34","0","0","7","28","0","0","0","102","0","0","0","0","0","270","0","0","0","34","0","0","0","0","0","0","0","81"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b2330","      IMAD R8, R13, 0x4, R10","6010","5603","6010","2153040","67108864","67108864","31","31","24","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","5765","1","0","0","0","0","5","36","0","0","0","202","0","0","0","0","0","0","5438","1","0","0","0","0","0","0","0","0","0","164"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b2350","      LDL R4, [R8]","644","571","644","2153040","67108864","67108864","31","31","0","1","0","Local","Load","32","0","0","0","0","0","0","0","0","8423632","-","0","0","0","0","0","0","0","0","0","0","0","457","0","0","0","24","0","0","9","29","0","0","0","125","0","0","0","0","0","449","0","0","0","24","0","0","0","0","0","0","0","98"
"","","0x3277b2360","      PLOP3.LUT P1, PT, PT, PT, UP0, 0x80, 0x0","22","0","22","2153040","67108864","67108864","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","","0x3277b2370","      PLOP3.LUT P2, PT, PT, PT, UP0, 0x40, 0x0","77","34","77","2153040","67108864","67108864","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","35","0","0","0","38","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","33"
"","","0x3277b2380","      ISETP.LT.AND P1, PT, R11, R4, P1","28376","25487","28376","2153040","67108864","67108864","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","28267","21","0","0","0","2","17","32","0","0","0","36","0","0","0","0","0","0","25444","11","0","0","0","1","0","0","0","0","0","31"
"","","0x3277b2390","      ISETP.GT.AND P2, PT, R11, R4, P2","87","43","87","2153040","67108864","67108864","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","7","29","0","0","0","43","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","39"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","","0x3277b2440","      IMAD R8, R11, 0x4, R10","100","69","100","1345650","41943040","41943040","31","31","0","1","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","12","0","0","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69"
"","","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
