cutoff,1queue_med,1queue_err_low,1queue_err_high,2queue_med,2queue_err_low,2queue_err_high,Speedup_1queue/2queue
3,207.365500,5.391500,7.331500,202.123000,8.407000,5.538000,1.025937
4,125.723500,1.405500,1.751500,121.347500,.939500,.269500,1.036061
5,114.162500,.991500,.316500,113.219000,.881000,.472000,1.008333
6,113.254500,.243500,.141500,110.985500,.392500,.231500,1.020444
7,110.317000,.342000,.535000,108.468500,.257500,.097500,1.017041
8,105.096000,.155000,.147000,101.581000,.145000,.221000,1.034602
9,97.407000,.276000,.248000,92.095500,.247500,.142500,1.057673
10,107.663500,.087500,.112500,97.644500,.145500,.080500,1.102606
